id,category,level,action,new_level_or_kept_id,question,answer
"ADM1723","الدوري الإنجليزي","سهل","استبعاد: تافه","","بأيّ لونٍ يلعب أرسنال في ملعبه؟","الأحمر"
"ADM1727","الدوري الإنجليزي","سهل","استبعاد: تافه","","ما اسم اللاعب المصريّ الذي لعب لليفربول وسجّل أكثر من مئة هدف؟","محمد صلاح"
"ADM1781","الدوري الإنجليزي","تعجيزي","استبعاد: تافه","","كم نادياً شارك في المسابقة منذ تأسيسها حتى اليوم؟","أكثر من خمسين نادياً"
"ADM1186","الزمن الجميل","سهل","استبعاد: تافه","","في أيّ بلدٍ صُنعت أغلب مسلسلات الكرتون التي دُبلجت للعربيّة في الثمانينات؟","اليابان"
"ADM1194","الزمن الجميل","سهل","استبعاد: تافه","","في «الكابتن ماجد»، أيّ رياضةٍ يبرع فيها البطل؟","كرة القدم"
"ADM1192","الزمن الجميل","سهل","استبعاد: تافه","","ما نوع الحيوانات التي تتقن فنون القتال في مسلسل النينجا الشهير؟","السلاحف"
"ADM1195","الزمن الجميل","سهل","استبعاد: تافه","","ما اسم الحشرة الصغيرة التي خرجت من الخليّة تبحث عن أمّها في كرتونٍ شهير؟","النحلة"
"ADM1171","الزمن الجميل","سهل","استبعاد: تافه","","كم لاعباً كان يمكن أن يلعب معاً على جهاز «الفاميلي» في وقتٍ واحد؟","اثنان"
"ADM1183","الزمن الجميل","سهل","استبعاد: مكرّر","M518","ما اسم المسرحيّة الكويتيّة الشهيرة التي تدور أحداثها في فندقٍ بالعاصمة البريطانيّة؟","باي باي لندن"
"ADM1223","الزمن الجميل","متوسط","تغيير مستوى","سهل","في «دراغون بول»، ما اسم البطل الرئيسيّ؟","غوكو"
"ADM1336","الزمن الجميل","تعجيزي","تغيير مستوى","صعب","من مؤلّف مانغا «المحقّق كونان»؟","غوشو أوياما"
"E119","الكويت","سهل","استبعاد: تافه","","ما اسم اللباس التقليدي للرجال في الخليج؟","الدشداشة"
"E287","الكويت","سهل","استبعاد: تافه","","في أي يوم من شهر فبراير يُحتفل بالعيد الوطني الكويتي؟","الخامس والعشرين"
"E288","الكويت","سهل","استبعاد: تافه","","في أي يوم يُحتفل بذكرى تحرير الكويت؟","السادس والعشرين من فبراير"
"E289","الكويت","سهل","استبعاد: تافه","","في أي عام غزا الجيش العراقي دولة الكويت؟","١٩٩٠"
"E290","الكويت","سهل","استبعاد: تافه","","ما اسم الأسرة الحاكمة في الكويت؟","آل الصباح"
"E294","الكويت","سهل","استبعاد: تافه","","ما اسم المجلس النيابي في الكويت؟","مجلس الأمة"
"E295","الكويت","سهل","استبعاد: تافه","","على أي بحر تطلّ دولة الكويت؟","الخليج العربي"
"E296","الكويت","سهل","استبعاد: تافه","","أي دولة تجاور الكويت من جهة الشمال؟","العراق"
"E306","الكويت","سهل","استبعاد: تافه","","ما اسم شركة الطيران الوطنية في الكويت؟","الخطوط الجوية الكويتية"
"E308","الكويت","سهل","استبعاد: تافه","","كم لوناً في علم دولة الكويت؟","أربعة ألوان"
"E334","الكويت","سهل","استبعاد: تافه","","ما لون الشريط العلوي في علم دولة الكويت؟","الأخضر"
"E335","الكويت","سهل","استبعاد: تافه","","ما اسم العملة المعدنية الصغيرة التي يتكوّن منها الدينار الكويتي؟","الفلس"
"E378","الكويت","سهل","استبعاد: تافه","","في أي شهر يحتفل الكويتيون بالعيد الوطني وعيد التحرير معاً؟","فبراير"
"E379","الكويت","سهل","استبعاد: تافه","","ما اسم المشروب الشعبي الذي يُقدَّم للضيوف في الديوانية مع التمر؟","القهوة العربية"
"E466","الكويت","سهل","استبعاد: تافه","","ما المشروب الساخن الذي يُقدَّم مع النعناع في الديوانية بعد القهوة؟","الشاي"
"E467","الكويت","سهل","استبعاد: تافه","","ما اسم شركة الطيران الكويتية الخاصة؟","طيران الجزيرة"
"E470","الكويت","سهل","استبعاد: تافه","","ما اسم المنطقة الكويتية المشهورة بمطاعمها ومقاهيها على البحر؟","السالمية"
"E471","الكويت","سهل","استبعاد: تافه","","ما اسم المنطقة الكويتية التي يقع فيها مجلس الأمة وقصر السيف؟","الشرق"
"E472","الكويت","سهل","استبعاد: تافه","","ما اسم أشهر رياضة شعبية تُمارَس في برّ الكويت شتاءً؟","التخييم"
"E377","الكويت","سهل","استبعاد: تافه","","ما اسم أكبر مجمّع تجاري في الكويت؟","الأفنيوز"
"E303","الكويت","سهل","استبعاد: تافه","","ما اسم أكبر مسجد في دولة الكويت؟","المسجد الكبير"
"E286","الكويت","سهل","استبعاد: تافه","","ما المعلم الكويتي الذي صُمّم على هيئة ثلاث مآذن متفاوتة الارتفاع وافتُتح سنة 1979؟","أبراج الكويت"
"E293","الكويت","سهل","استبعاد: تافه","","ما الأكلة الكويتية الأشهر المكوّنة من الأرز مع اللحم أو الدجاج؟","المجبوس"
"M392","الكويت","متوسط","استبعاد: تافه","","ماذا يُسمّى الرجل الذي ينزل لقاع البحر لجلب المحار في رحلات الغوص؟","الغوّاص"
"M719","الكويت","متوسط","استبعاد: تافه","","ما اسم الوزارة المسؤولة عن التعليم العام في الكويت؟","وزارة التربية"
"M722","الكويت","متوسط","استبعاد: تافه","","ما اسم أول محطة بثّ مرئي أُنشئت في الكويت سنة 1961؟","تلفزيون الكويت"
"M510","الكويت","متوسط","استبعاد: تافه","","ما اسم المجلس الاجتماعي الذي يستقبل فيه الكويتي ضيوفه ويُعدّ عادة أصيلة في البلاد؟","الديوانية"
"M511","الكويت","متوسط","استبعاد: تافه","","ما اسم الاحتفال الذي يجوب فيه الأطفال البيوت في منتصف شهر رمضان؟","القرقيعان"
"M515","الكويت","متوسط","استبعاد: تافه","","ما اسم الرقصة الشعبية التي تُؤدّى في الأعياد والمناسبات الوطنية بالسيوف؟","العرضة"
"M532","الكويت","متوسط","استبعاد: تافه","","ما اسم وكالة الأنباء الرسمية في دولة الكويت؟","وكالة الأنباء الكويتية (كونا)"
"M720","الكويت","متوسط","استبعاد: تافه","","ما اسم السوق الكويتي الذي يقصده الناس لشراء المصوغات والمشغولات الثمينة؟","سوق الذهب"
"ADM1391","الكويت","تعجيزي","استبعاد: تافه","","كم كرةً تحمل أبراج الكويت مجتمعةً؟","ثلاث"
"E304","الكويت","سهل","استبعاد: مكرّر","ADM1179","ما برنامج الأطفال التعليمي الشهير الذي أنتجته الكويت وشاهده أطفال العرب كلهم؟","افتح يا سمسم"
"M724","الكويت","متوسط","استبعاد: مكرّر","ADM0006","ما اسم الطبق الكويتي الذي يُطبخ فيه السمك مع الأرز الأصفر؟","مطبّق"
"E291","الكويت","سهل","تغيير مستوى","متوسط","ما أكبر الجزر الكويتية مساحةً؟","بوبيان"
"E298","الكويت","سهل","تغيير مستوى","متوسط","كم عدد محافظات دولة الكويت؟","ست محافظات"
"E465","الكويت","سهل","تغيير مستوى","متوسط","من أول امرأة كويتية تولّت منصب وزيرة؟","معصومة المبارك"
"M181","الكويت","متوسط","تغيير مستوى","سهل","ما أكبر حقل نفطي في الكويت؟","حقل برقان"
"M496","الكويت","متوسط","تغيير مستوى","صعب","في أي عام اكتُشف النفط في حقل برقان؟","1938"
"M501","الكويت","متوسط","تغيير مستوى","صعب","في أي عام تولّى الشيخ صباح الأول حكم الكويت فبدأ حكم أسرة الصباح؟","١٧٥٢"
"M521","الكويت","متوسط","تغيير مستوى","سهل","ما الطائر الذي يتصدّر شعار دولة الكويت وهو يحمل سفينة؟","الصقر"
"E028","تاريخ وحضارات","سهل","استبعاد: تافه","","من زعيم ألمانيا خلال الحرب العالمية الثانية؟","هتلر"
"E031","تاريخ وحضارات","سهل","استبعاد: تافه","","من أشهر ملكات مصر القديمة؟","كليوباترا"
"E413","تاريخ وحضارات","سهل","استبعاد: تافه","","كم هرماً كبيراً في منطقة الجيزة؟","ثلاثة أهرامات"
"E412","تاريخ وحضارات","سهل","استبعاد: تافه","","ما اسم الإمبراطورية التي كانت روما عاصمتها؟","الإمبراطورية الرومانية"
"E342","تاريخ وحضارات","سهل","استبعاد: تافه","","ما اسم الجدار الذي كان يفصل ألمانيا الشرقية عن الغربية؟","جدار برلين"
"M129","تاريخ وحضارات","متوسط","استبعاد: تافه","","في أي عام تحررت الكويت؟","1991"
"M171","تاريخ وحضارات","متوسط","استبعاد: تافه","","ما الاسم الحالي لمدينة القسطنطينية؟","إسطنبول"
"M122","تاريخ وحضارات","متوسط","استبعاد: تافه","","في أي دولة يقع تاج محل؟","الهند"
"M420","تاريخ وحضارات","متوسط","استبعاد: تافه","","ما اسم الثورة التي أطاحت بالملكية في فرنسا عام 1789؟","الثورة الفرنسية"
"E219","تاريخ وحضارات","سهل","استبعاد: مكرّر","حضارات قديمة","في أي بلد نشأت الألعاب الأولمبية القديمة؟","اليونان"
"M120","تاريخ وحضارات","متوسط","استبعاد: مكرّر","E415","في أي دولة تقع مدينة البتراء الأثرية؟","الأردن"
"H125","تاريخ وحضارات","صعب","استبعاد: مكرّر","M170","في أي عام سقطت القسطنطينية بيد العثمانيين؟","1453"
"H129","تاريخ وحضارات","صعب","استبعاد: مكرّر","M040","ما أقدم جامعة لا تزال قائمة إلى اليوم؟","جامعة القرويين في فاس"
"H324","تاريخ وحضارات","صعب","استبعاد: مكرّر","E035","من مؤسس الدولة الأيوبية في مصر؟","صلاح الدين"
"M175","تاريخ وحضارات","متوسط","استبعاد: مكرّر","H131","ضد من كانت معركة عين جالوت؟","المغول"
"ADM1423","تاريخ وحضارات","تعجيزي","استبعاد: مكرّر","H170","ما اسم المعاهدة التي أنهت حرب الثلاثين عاماً؟","وستفاليا"
"M041","تاريخ وحضارات","متوسط","استبعاد: مكرّر","M040","في أي مدينة تقع جامعة القرويين؟","فاس"
"M010","تاريخ وحضارات","متوسط","استبعاد: مكرّر","E035","من قائد المسلمين في معركة حطين؟","صلاح الدين الأيوبي"
"ADM1421","تاريخ وحضارات","تعجيزي","استبعاد: مكرّر","H181","في أيّ سنةٍ وُقّعت وثيقة الماجنا كارتا؟","1215"
"E026","تاريخ وحضارات","سهل","تغيير مستوى","متوسط","في أي عام سقط جدار برلين؟","1989"
"E217","تاريخ وحضارات","سهل","تغيير مستوى","متوسط","من الرئيس الأمريكي الذي اغتيل عام 1963؟","جون كينيدي"
"E221","تاريخ وحضارات","سهل","تغيير مستوى","متوسط","من الزعيم الذي حكم كوبا بعد ثورة 1959؟","فيدل كاسترو"
"E414","تاريخ وحضارات","سهل","تغيير مستوى","صعب","من الزعيم الذي وحّد إيطاليا في القرن التاسع عشر؟","غاريبالدي"
"E416","تاريخ وحضارات","سهل","تغيير مستوى","متوسط","ما اسم الشعب الذي أنشأ حضارة الفايكنج؟","الإسكندنافيون"
"E039","تاريخ وحضارات","سهل","تغيير مستوى","متوسط","ما أقدم حضارة قامت في أرض العراق؟","الحضارة السومرية"
"E040","تاريخ وحضارات","سهل","تغيير مستوى","متوسط","ما الشعب الذي بنى مدينة البتراء؟","الأنباط"
"E345","تاريخ وحضارات","سهل","تغيير مستوى","متوسط","ما اسم أشهر ملوك الفراعنة الذي بنى معبد أبو سمبل؟","رمسيس الثاني"
"H001","تاريخ وحضارات","صعب","تغيير مستوى","تعجيزي","من أول من قاس محيط الأرض؟","إراتوستينس"
"ADM1387","تاريخ وحضارات","تعجيزي","تغيير مستوى","متوسط","من أصغر حائزٍ على جائزة نوبل في التاريخ؟","ملالا"
"ADM1377","تاريخ وحضارات","تعجيزي","تغيير مستوى","متوسط","كم سنةً قضى نيلسون مانديلا في السجن؟","سبعاً وعشرين"
"E111","تقنية ومنوعات","سهل","استبعاد: تافه","","ما الشركة التي تصنع أجهزة آيفون؟","آبل"
"E112","تقنية ومنوعات","سهل","استبعاد: تافه","","ما أشهر محرك بحث في العالم؟","جوجل"
"E115","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم الشبكة الاجتماعية التي كان شعارها طائرًا أزرق؟","تويتر"
"E124","تقنية ومنوعات","سهل","استبعاد: تافه","","ما العملة المستخدمة في المملكة العربية السعودية؟","الريال السعودي"
"E125","تقنية ومنوعات","سهل","استبعاد: تافه","","ما أشهر شركة سيارات يابانية؟","تويوتا"
"E236","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم الموسوعة الحرة على الإنترنت التي يحرّرها المستخدمون؟","ويكيبيديا"
"E242","تقنية ومنوعات","سهل","استبعاد: تافه","","في أي دولة تُصنع سيارات مرسيدس؟","ألمانيا"
"E371","تقنية ومنوعات","سهل","استبعاد: تافه","","ما أشهر موقع لمشاركة مقاطع الفيديو في العالم؟","يوتيوب"
"E372","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم التطبيق الأشهر لتبادل الرسائل عبر الإنترنت في العالم العربي؟","واتساب"
"E373","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم التقنية التي تربط الأجهزة بالإنترنت لاسلكياً في البيت؟","الواي فاي"
"E375","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم الشاشة التي تعمل بلمس الإصبع بدل الأزرار؟","الشاشة اللمسية"
"E457","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم برنامج جداول البيانات الأشهر من مايكروسوفت؟","إكسل"
"E458","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم الرمز الذي يفصل اسم المستخدم عن الموقع في البريد الإلكتروني؟","علامة آت"
"E459","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم أشهر تطبيق لمشاركة الصور القصيرة والقصص؟","إنستغرام"
"E460","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم الجهاز الصغير الذي يُحمل ويُستخدم للقراءة وتصفّح الإنترنت وشاشته أكبر من الهاتف؟","الجهاز اللوحي"
"E461","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم المساعد الصوتي في أجهزة آبل؟","سيري"
"E462","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم أشهر تطبيق لمقاطع الفيديو القصيرة بين الشباب؟","تيك توك"
"E464","تقنية ومنوعات","سهل","استبعاد: تافه","","ما اسم المتجر الذي تُنزَّل منه التطبيقات على أجهزة آيفون؟","آب ستور"
"M032","تقنية ومنوعات","متوسط","استبعاد: تافه","","كم عدد دول مجلس التعاون الخليجي؟","ست دول"
"M043","تقنية ومنوعات","متوسط","استبعاد: تافه","","ما العملة الموحدة لدول الاتحاد الأوروبي؟","اليورو"
"M132","تقنية ومنوعات","متوسط","استبعاد: تافه","","ما اسم العملة القطرية؟","الريال القطري"
"M133","تقنية ومنوعات","متوسط","استبعاد: تافه","","ما اسم العملة العُمانية؟","الريال العُماني"
"M134","تقنية ومنوعات","متوسط","استبعاد: تافه","","ما اسم العملة الإماراتية؟","الدرهم"
"M712","تقنية ومنوعات","متوسط","استبعاد: تافه","","ماذا يعني اختصار AI؟","الذكاء الاصطناعي"
"M715","تقنية ومنوعات","متوسط","استبعاد: تافه","","ما اسم المتصفّح الذي طوّرته جوجل؟","كروم"
"ADM1379","تقنية ومنوعات","تعجيزي","استبعاد: تافه","","ماذا كانت مهنة والد ستيف جوبز بالتبنّي؟","ميكانيكي"
"ADM1613","تقنية ومنوعات","تعجيزي","استبعاد: تافه","","كم دولةً كانت متّصلة بالإنترنت سنة 1991؟","أقلّ من عشرين"
"ADM1601","تقنية ومنوعات","تعجيزي","استبعاد: مكرّر","H086","كم بايتاً في الكيلوبايت الواحد؟","1024"
"M382","تقنية ومنوعات","متوسط","تغيير مستوى","سهل","من مؤسس شركة أمازون؟","جيف بيزوس"
"M385","تقنية ومنوعات","متوسط","تغيير مستوى","سهل","ما الشركة التي تملك تطبيقي واتساب وإنستغرام؟","ميتا"
"ADM1380","تقنية ومنوعات","تعجيزي","تغيير مستوى","متوسط","في أيّ جامعةٍ درس بيل غيتس قبل أن يتركها؟","هارفارد"
"E001","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما أطول نهر في أفريقيا؟","النيل"
"E002","جغرافيا ومعالم","سهل","استبعاد: تافه","","في أي دولة يقع برج بيزا المائل؟","إيطاليا"
"E004","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما الدولة الملقبة ببلاد الشمس المشرقة؟","اليابان"
"E006","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما الدولة التي تحد الكويت من الجنوب؟","السعودية"
"E009","جغرافيا ومعالم","سهل","استبعاد: تافه","","في أي دولة تقع مدينة بيت لحم؟","فلسطين"
"E010","جغرافيا ومعالم","سهل","استبعاد: تافه","","في أي دولة تقع مدينة البندقية؟","إيطاليا"
"E015","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما الدولة التي يعيش فيها حيوان الباندا؟","الصين"
"E020","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما الدولة التي تضم مدينة الدار البيضاء؟","المغرب"
"E021","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما البحر الذي تطل عليه سوريا ولبنان؟","البحر المتوسط"
"E022","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما أكبر مدينة في الولايات المتحدة سكانًا؟","نيويورك"
"E023","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما الدولة التي تشتهر بمدينة ريو دي جانيرو؟","البرازيل"
"E116","جغرافيا ومعالم","سهل","استبعاد: تافه","","كم عدد ألوان علم السعودية؟","لونان"
"E128","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما اسم أطول برج في مدينة دبي؟","برج خليفة"
"E129","جغرافيا ومعالم","سهل","استبعاد: تافه","","في أي دولة يقع برج خليفة؟","الإمارات"
"E146","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما أكبر مدينة في مصر سكانًا؟","القاهرة"
"E150","جغرافيا ومعالم","سهل","استبعاد: تافه","","في أي دولة تقع مدينة القدس؟","فلسطين"
"E238","جغرافيا ومعالم","سهل","استبعاد: تافه","","في أي مدينة يقع مقر جامعة الدول العربية؟","القاهرة"
"E243","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما اسم الجسر الذي يربط السعودية بالبحرين؟","جسر الملك فهد"
"E254","جغرافيا ومعالم","سهل","استبعاد: تافه","","في أي دولة تقع مدينة مومباي؟","الهند"
"E338","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما البحر الذي يفصل بين السعودية ومصر؟","البحر الأحمر"
"E339","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما اسم أطول سور بناه الإنسان؟","سور الصين العظيم"
"E340","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما أكبر محيط في العالم؟","المحيط الهادئ"
"E336","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما أكبر قارة في العالم مساحةً؟","آسيا"
"E401","جغرافيا ومعالم","سهل","استبعاد: تافه","","في أي دولة يقع نهر التايمز؟","بريطانيا"
"E405","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما الدولة التي تشتهر ببرج إيفل؟","فرنسا"
"E407","جغرافيا ومعالم","سهل","استبعاد: تافه","","في أي دولة تقع مدينة أثينا؟","اليونان"
"E406","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما اسم العاصمة التي يقع فيها الكرملين؟","موسكو"
"E126","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما اسم أشهر مهرجان تسوق في مدينة دبي؟","مهرجان دبي للتسوق"
"E241","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما اسم مجمع الأبراج المطل على الحرم في مكة المكرمة؟","أبراج البيت — برج الساعة"
"M031","جغرافيا ومعالم","متوسط","استبعاد: تافه","","ما البحر الذي يقع شمال مصر؟","البحر المتوسط"
"M154","جغرافيا ومعالم","متوسط","استبعاد: تافه","","ما النهران اللذان يمران بالعراق؟","دجلة والفرات"
"M151","جغرافيا ومعالم","متوسط","استبعاد: تافه","","في أي قارة يقع نهر الأمازون؟","أمريكا الجنوبية"
"M058","جغرافيا ومعالم","متوسط","استبعاد: تافه","","في أي قارة تقع دولة تشيلي؟","أمريكا الجنوبية"
"M153","جغرافيا ومعالم","متوسط","استبعاد: تافه","","ما النهر الذي يمر بمدينة لندن؟","نهر التايمز"
"M125","جغرافيا ومعالم","متوسط","استبعاد: تافه","","ما المضيق الذي يربط الخليج العربي ببحر عُمان؟","مضيق هرمز"
"M148","جغرافيا ومعالم","سهل","استبعاد: تافه","","ما اسم الخط الوهمي الذي يقسم الأرض إلى نصفين؟","خط الاستواء"
"M654","جغرافيا ومعالم","متوسط","استبعاد: تافه","","ما عاصمة الأردن؟","عمّان"
"M655","جغرافيا ومعالم","متوسط","استبعاد: تافه","","ما عاصمة تونس؟","مدينة تونس"
"M656","جغرافيا ومعالم","متوسط","استبعاد: تافه","","ما اسم أطول نهر في العالم؟","نهر النيل"
"M433","جغرافيا ومعالم","متوسط","استبعاد: تافه","","ما أكبر دولة في العالم مساحةً؟","روسيا"
"M250","جغرافيا ومعالم","متوسط","استبعاد: تافه","","ما اسم أشهر ساعة في لندن؟","بيغ بن"
"M157","جغرافيا ومعالم","متوسط","استبعاد: مكرّر","M158","ما أشهر بركان في إيطاليا؟","بركان فيزوف"
"ADM1457","جغرافيا ومعالم","تعجيزي","استبعاد: مكرّر","H035","أيّ مضيقٍ يفصل بين آسيا وأمريكا الشماليّة؟","بيرينغ"
"ADM1464","جغرافيا ومعالم","تعجيزي","استبعاد: مكرّر","H194","على أيّ خطّ طولٍ يمرّ خطّ غرينتش؟","الصفر"
"ADM1327","جغرافيا ومعالم","تعجيزي","استبعاد: مكرّر","H194","خطّ الطول الذي يمرّ بغرينتش رقمُه كم؟","صفر"
"ADM1454","جغرافيا ومعالم","تعجيزي","استبعاد: مكرّر","H090","أيّ صحراءٍ هي الأكبر في العالم؟","القطبيّة الجنوبيّة"
"H388","جغرافيا ومعالم","صعب","استبعاد: مكرّر","M155","ما اسم الهضبة التي تُلقّب بسقف العالم؟","هضبة التبت"
"H030","جغرافيا ومعالم","صعب","استبعاد: مكرّر","H029","في أي دولة تقع بحيرة بايكال؟","روسيا"
"H032","جغرافيا ومعالم","صعب","استبعاد: مكرّر","H031","في أي دولة تقع شلالات أنجل؟","فنزويلا"
"M013","جغرافيا ومعالم","سهل","تغيير مستوى","متوسط","ما أصغر دولة في العالم مساحةً؟","الفاتيكان"
"ADM1458","جغرافيا ومعالم","تعجيزي","تغيير مستوى","صعب","كم يبلغ ارتفاع قمّة إيفرست بالأمتار؟","8849"
"ADM1459","جغرافيا ومعالم","تعجيزي","تغيير مستوى","متوسط","ما اسم أصغر دولةٍ في العالم بعد الفاتيكان؟","موناكو"
"ADM1460","جغرافيا ومعالم","تعجيزي","تغيير مستوى","متوسط","في أيّ دولةٍ تقع أخفض نقطة يابسة على وجه الأرض؟","الأردن"
"ADM1463","جغرافيا ومعالم","تعجيزي","تغيير مستوى","صعب","بأيّ اسمٍ تُعرف الرياح الموسميّة في جنوب آسيا؟","المونسون"
"E044","دين وسيرة","سهل","استبعاد: تافه","","إلى أي مدينة هاجر النبي محمد صلى الله عليه وسلم؟","المدينة المنورة"
"E045","دين وسيرة","سهل","استبعاد: تافه","","ما الحدث الذي بدأ منه التقويم الهجري؟","الهجرة النبوية"
"E048","دين وسيرة","سهل","استبعاد: تافه","","ما اسم الشهر الذي يلي رمضان؟","شوال"
"E051","دين وسيرة","سهل","استبعاد: تافه","","ما لون كسوة الكعبة؟","أسود"
"E052","دين وسيرة","سهل","استبعاد: تافه","","في أي مدينة يقع جبل عرفات؟","مكة المكرمة"
"E054","دين وسيرة","سهل","استبعاد: تافه","","ما اسم الملك الموكل بالوحي؟","جبريل"
"E060","دين وسيرة","سهل","استبعاد: تافه","","ما اسم أول بيت وُضع للناس؟","الكعبة"
"E234","دين وسيرة","سهل","استبعاد: تافه","","ما اسم الكتاب الذي أُنزل على النبي عيسى عليه السلام؟","الإنجيل"
"E346","دين وسيرة","سهل","استبعاد: تافه","","كم عدد أركان الإسلام؟","خمسة أركان"
"E347","دين وسيرة","سهل","استبعاد: تافه","","كم عدد ركعات صلاة المغرب؟","ثلاث ركعات"
"E348","دين وسيرة","سهل","استبعاد: تافه","","ما اسم الشهر الذي يصوم فيه المسلمون؟","رمضان"
"E350","دين وسيرة","سهل","استبعاد: تافه","","كم عدد ركعات صلاة الفجر؟","ركعتان"
"E418","دين وسيرة","سهل","استبعاد: تافه","","ما اسم آخر شهر في السنة الهجرية؟","ذو الحجة"
"E419","دين وسيرة","سهل","استبعاد: تافه","","ما اسم الحج الأصغر؟","العمرة"
"E420","دين وسيرة","سهل","استبعاد: تافه","","في أي مدينة وُلد النبي صلى الله عليه وسلم؟","مكة المكرمة"
"E422","دين وسيرة","سهل","استبعاد: تافه","","ما اسم الليلة التي هي خير من ألف شهر؟","ليلة القدر"
"M340","دين وسيرة","متوسط","استبعاد: تافه","","كم عدد سور القرآن الكريم؟","114 سورة"
"M341","دين وسيرة","متوسط","استبعاد: تافه","","ما السورة التي تُقرأ في كل ركعة من الصلاة؟","سورة الفاتحة"
"M097","دين وسيرة","متوسط","استبعاد: تافه","","كم عدد أجزاء القرآن الكريم؟","30 جزءًا"
"E057","دين وسيرة","سهل","استبعاد: تافه","","ما اسم النبي الذي صنع السفينة؟","نوح"
"M353","دين وسيرة","متوسط","استبعاد: تافه","","ما اسم أول أذان رُفع فوق الكعبة يوم فتح مكة ومن رفعه؟","رفعه بلال بن رباح"
"M675","دين وسيرة","متوسط","استبعاد: تافه","","ما اسم البئر التي تقع في الحرم المكي؟","بئر زمزم"
"E056","دين وسيرة","سهل","استبعاد: مكرّر","ADM2034","ما اسم النبي الذي ابتلعه الحوت؟","يونس"
"E059","دين وسيرة","سهل","استبعاد: مكرّر","ADM2035","ما اسم النبي الذي كلّمه الله مباشرة؟","موسى"
"E424","دين وسيرة","سهل","استبعاد: مكرّر","ADM2047","ما اسم النبي الذي أُرسل إلى قوم عاد؟","هود عليه السلام"
"E055","دين وسيرة","سهل","استبعاد: مكرّر","ADM2055","كم عدد أولي العزم من الرسل؟","خمسة"
"E058","دين وسيرة","سهل","استبعاد: مكرّر","ADM2096","ما اسم النبي الملقب بخليل الله؟","إبراهيم"
"E230","دين وسيرة","سهل","استبعاد: مكرّر","قصص الأنبياء","من النبي الذي عاد إليه بصره بقميص ابنه؟","يعقوب عليه السلام"
"E042","دين وسيرة","سهل","استبعاد: مكرّر","السيرة النبوية","من أول الرجال إسلامًا؟","أبو بكر الصديق"
"E043","دين وسيرة","سهل","استبعاد: مكرّر","ADM1963","ما اسم أول زوجات النبي محمد صلى الله عليه وسلم؟","خديجة بنت خويلد"
"E047","دين وسيرة","سهل","استبعاد: مكرّر","ADM2022","من أول مؤذن في الإسلام؟","بلال بن رباح"
"E224","دين وسيرة","سهل","استبعاد: مكرّر","ADM1959","ما اسم الغار الذي كان يتعبّد فيه النبي صلى الله عليه وسلم قبل البعثة؟","غار حراء"
"E226","دين وسيرة","سهل","استبعاد: مكرّر","ADM1969","من ابنة النبي صلى الله عليه وسلم التي تزوجها علي بن أبي طالب؟","فاطمة الزهراء"
"E349","دين وسيرة","سهل","استبعاد: مكرّر","السيرة النبوية","ما اسم أبي النبي صلى الله عليه وسلم؟","عبدالله بن عبدالمطلب"
"M671","دين وسيرة","متوسط","استبعاد: مكرّر","السيرة النبوية","ما اسم أم النبي صلى الله عليه وسلم؟","آمنة بنت وهب"
"M254","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1968","ما اسم الغار الذي اختبأ فيه النبي ﷺ وأبو بكر أثناء الهجرة؟","غار ثور"
"M255","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1987","من أول امرأة استشهدت في الإسلام؟","سمية بنت خياط"
"M252","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1986","من أول من أسلم من الصبيان؟","علي بن أبي طالب"
"M260","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1978","من الصحابي الذي أشار بحفر الخندق؟","سلمان الفارسي"
