id,category,level,action,note,question,answer,new_question,new_answer
"ADM3581","لغة عربية","سهل","حجب","تافه","ما اسم صوت القطّ؟","المواء","",""
"ADM3582","لغة عربية","سهل","حجب","تافه","ما اسم صوت الديك؟","الصياح","",""
"ADM2215","لغة عربية","سهل","حجب","تافه","ما مؤنّث كلمة «أسد»؟","لبؤة","",""
"ADM2206","لغة عربية","سهل","حجب","تافه","ما اسم مسكن النحل؟","الخليّة","",""
"ADM3587","لغة عربية","سهل","حجب","تافه","ما جمع كلمة «ذئب»؟","ذئاب","",""
"ADM3586","لغة عربية","سهل","حجب","تافه","ما جمع كلمة «عدوّ»؟","أعداء","",""
"ADM2202","لغة عربية","سهل","حجب","تافه","ما اسم صوت الأسد؟","الزئير","",""
"ADM2201","لغة عربية","سهل","حجب","تافه","ما اسم صوت الحصان؟","الصهيل","",""
"ADM2218","لغة عربية","سهل","حجب","تافه","ما اسم الفعل الذي يدلّ على حدثٍ في المستقبل؟","الفعل المضارع","",""
"ADM1180","مسلسلات كويتية","سهل","حجب","تافه","ما اسم المسلسل الكويتيّ الكوميديّ الشهير الذي تدور أحداثه حول جيرانٍ في حيٍّ قديم؟","درب الزلق","",""
"ADM5632","مسلسلات كويتية","سهل","حجب","تافه","من أدّت دور سبيكة في «رقية وسبيكة»؟","حياة الفهد","",""
"ADM1155","معالم","سهل","حجب","تافه: المتحف","ماذا يُسمّى المبنى الذي تُعرض فيه التحف والآثار؟","المتحف","",""
"ADM1156","معالم","سهل","حجب","تافه","ماذا تُسمّى البناية العالية جدّاً ذات الطوابق الكثيرة؟","ناطحة سحاب","",""
"ADM1157","معالم","سهل","حجب","تافه","ماذا يُسمّى البناء الحصين الذي كان يُتّخذ للدفاع قديماً؟","القلعة","",""
"ADM1159","معالم","سهل","حجب","تافه","ماذا كان يُدفن في الأبنية الهرميّة الضخمة بمصر القديمة؟","الملوك","",""
"ADM1160","معالم","سهل","حجب","تافه","ماذا يُسمّى القبر الفخم الذي يُبنى لعظيم؟","الضريح","",""
"ADM1161","معالم","سهل","حجب","تافه","ماذا يُسمّى البناء الذي يُعبد فيه عند غير المسلمين قديماً؟","المعبد","",""
"ADM1163","معالم","سهل","حجب","تافه: الباب","ماذا تُسمّى البوّابة الكبيرة في سور المدينة؟","الباب","",""
"ADM1166","معالم","سهل","حجب","تافه","ماذا يُسمّى من يصمّم المباني ويرسم مخطّطاتها؟","المهندس المعماريّ","",""
"ADM1167","معالم","سهل","حجب","تافه","ماذا يُسمّى ما تبقّى من مدينة قديمة اندثرت؟","الأطلال","",""
"ADM1158","معالم","سهل","حجب","تافه","ماذا تُسمّى المئذنة في المسجد بلفظٍ آخر؟","المنارة","",""
"ADM1165","معالم","سهل","حجب","تافه","ماذا يُسمّى المكان الذي يقف فيه الإمام في المسجد؟","المحراب","",""
"ADM1154","معالم","سهل","حجب","مكرّر مقلوب مع H069 (الموناليزا/اللوفر)","ما أشهر لوحة يضمّها متحف اللوفر؟","الموناليزا","",""
"M034","أدب وفنون","متوسط","حجب","مكرّر مع L009 (أحمد شوقي) + الاسم في السؤال","من صاحب ديوان الشوقيات؟","أحمد شوقي","",""
"E487","سينما ودراما","سهل","حجب","لقبٌ بجوابين: «الفنان الشامل» لصلاح ذو الفقار أيضاً (ADM1322)","ما اسم الفنان المصري الملقّب بـ«الفنان الشامل»؟","محمد فوزي","",""
"ADM0048","أكلات","سهل","إعادة صياغة","الإجابة في السؤال","ما الحلوى العُمانية الهلامية التي تُنكّه بالزعفران وماء الورد؟","الحلوى العُمانية","ما اسم الحلوى الهلاميّة القوام التي تُقدَّم مع القهوة في مسقط ونزوى، وتُنكَّه بالزعفران والهيل وماء الورد؟",""
"ADM0150","أكلات","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم سلطة الفلفل والطماطم المشوية والمفرومة في تونس؟","السلطة المشوية","ما اسم الطبق التونسيّ الشعبيّ من الحمّص المغليّ في مرقٍ حارّ بالكمّون والهريسة يُغمس فيه الخبز اليابس صباحاً؟","اللبلابي"
"ADM0165","أكلات","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم الجبن الأبيض المالح المستخدم في الكنافة النابلسية؟","الجبن النابلسي","ما اسم الجبن الفلسطينيّ الأبيض المالح المنسوب إلى مدينةٍ في الضفّة الغربيّة، ويُغلى في ماءٍ محلّى قبل استعماله في الكنافة؟",""
"ADM0184","أكلات","متوسط","إعادة صياغة","الإجابة في السؤال","ما الفرن الطيني الذي يُخبز فيه النان ويُشوى فيه دجاج التندوري؟","التندور","ما اسم الفرن الطينيّ الأسطوانيّ الذي يُلصق خبز النان بجداره ويُشوى فيه الدجاج في المطبخ الهنديّ؟",""
"ADM0227","أكلات","صعب","إعادة صياغة","الإجابة في السؤال","ما الثمرة التي تمنح الكبة السفرجلية اسمها ونكهتها الحلوة الحامضة؟","السفرجل","ما الثمرة التي تُطهى مع كرات الكبّة في مرقٍ حلوٍ حامض في طبقٍ حلبيٍّ يحمل اسمها؟",""
"ADM0162","أكلات","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم خليط الثوم المهروس مع الزيت والليمون الذي يرافق الدجاج المشوي؟","الثومية","ما اسم الصلصة البيضاء الكثيفة التي تُخفق من فصوصٍ مهروسة مع الزيت والليمون وترافق الدجاج المشويّ في الشام؟",""
"ADM0207","أكلات","صعب","إعادة صياغة","الإجابة في السؤال","ما اسم السمك المملّح المجفّف الذي يُطبخ مع الأرز في الخليج ويُعرف اختصاراً بالمالح؟","المالح","ما اسم السمك المملّح المجفّف الذي يُطبخ مع الأرز في الخليج؟",""
"ADM2418","الفقه والعبادات","صعب","إعادة صياغة","الإجابة في السؤال","ما اسم الطواف الذي يؤدّيه القارن والمفرد أوّل قدومهما مكّة؟","طواف القدوم","ما اسم الطواف الذي يؤدّيه القارن والمفرد أوّل ما يصلان مكّة؟",""
"ADM2759","ديزني وبيكسار","تعجيزي","إعادة صياغة","الإجابة في السؤال","فيلم بيكسار 2022 الذي يحكي أصل باز لايتيير كرائد فضاءٍ حقيقيّ — ما اسمه؟","لايتيير (Lightyear)","فيلم بيكسار 2022 يحكي أصل رائد الفضاء الذي صُنعت على صورته لعبة باز في «حكاية لعبة» — ما اسمه؟",""
"M542","سينما ودراما","متوسط","إعادة صياغة","الإجابة في السؤال","ما الفيلم المصري الذي يروي صراع الفلاحين على الأرض والماء وأخرجه يوسف شاهين سنة ١٩٧٠؟","الأرض","ما الفيلم المصري الذي يروي صراع الفلاحين مع الإقطاع على الريّ، وأخرجه يوسف شاهين سنة 1970؟",""
"ADM0661","سيارات","متوسط","إعادة صياغة","الإجابة في السؤال","أي سيارة نيسان كانت تسمى في اليابان فيرليدي Z؟","نيسان Z","أي سيارة نيسان الرياضيّة كانت تُسمّى في اليابان «فيرليدي»؟",""
"M729","أدب وفنون","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم الحركة الفنية التي تعمّد تشويه الأشكال للتعبير عن المشاعر؟","التعبيرية","ما اسم الحركة الفنية التي تعمّدت تشويه الأشكال والألوان لإظهار المشاعر الداخليّة بدل نقل المرئيّ؟",""
"L046","أدب وفنون","صعب","إعادة صياغة","الإجابة في السؤال","ما اسم الكتاب الذي جمع فيه ابن قتيبة أخبار الشعراء وأشعارهم؟","الشعر والشعراء","ما اسم كتاب ابن قتيبة في تراجم أهل النظم من الجاهليّة إلى عصره؟",""
"L057","أدب وفنون","صعب","إعادة صياغة","الإجابة في السؤال","ما اسم الحركة الأدبية التي دعت إلى تصوير الواقع كما هو؟","الواقعية","ما اسم الحركة الأدبية التي دعت إلى تصوير الحياة كما هي بلا تجميل؟",""
"ADM2602","أنمي","سهل","إعادة صياغة","الإجابة في السؤال","فتىً يصير قاتلَ شياطين لينقذ أخته التي تحوّلت إلى شيطان — ما اسم الأنمي؟","قاتل الشياطين (Demon Slayer)","فتىً يحمل سيفاً لينقذ أخته نيزوكو ممّا أصابها — ما اسم الأنمي؟",""
"ADM1083","معالم","صعب","إعادة صياغة","الإجابة في السؤال","في عهد أيّ دولة إسلاميّة بُني المسجد الأمويّ بدمشق؟","الأمويّة","في عهد أيّ دولة إسلاميّة بُني الجامع الكبير بدمشق في أوائل القرن الثامن الميلادي؟",""
"ADM1168","معالم","متوسط","إعادة صياغة","الإجابة في السؤال","ماذا يُسمّى الطراز المعماريّ الإسلاميّ الذي ساد في الأندلس؟","الأندلسيّ","ماذا يُسمّى الطراز المعماريّ الإسلاميّ الذي ساد في إسبانيا في عصر الحكم الإسلاميّ؟",""
"ADM2707","ديزني وبيكسار","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم العائلة الخارقة في فيلم بيكسار عن أبطالٍ خارقين متقاعدين؟","عائلة الخارقين (The Incredibles)","ما اسم العائلة بطلة فيلم بيكسار 2004 عن أبٍ وأمٍّ وأطفالٍ بقدراتٍ فوق طبيعيّة يعيشون متخفّين؟",""
"ADM2234","لغة عربية","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم العلامة التي تدلّ على تنوين الاسم النكرة؟","التنوين","ما اسم العلامة (نونٌ ساكنة تلحق آخر الاسم لفظاً لا كتابةً) التي تدلّ على أنّ الاسم نكرة؟",""
"ADM2729","ديزني وبيكسار","صعب","إعادة صياغة","الإجابة في السؤال","ما اسم فيلم ديزني الذي تتحوّل فيه فتاةٌ كنديّة إلى باندا أحمر عند الانفعال؟","تحوّل أحمر (Turning Red)","ما اسم فيلم بيكسار 2022 عن فتاةٍ كنديّة من أصلٍ صينيّ تنقلب إلى دبّ باندا ضخم كلّما اشتدّ انفعالها؟",""
"ADM5012","لغة عربية","صعب","إعادة صياغة","الإجابة في السؤال","ماذا يُسمّى التعب الشديد في قوله تعالى «لا يمسّهم فيها نَصَبٌ»؟","النَّصَب","ما الكلمة القرآنيّة التي تعني التعب الشديد، وذُكرت مع «اللغوب» في وصف أهل الجنّة بأنّه لا يمسّهم؟",""
"ADM3022","أنمي","سهل","إعادة صياغة","الإجابة في السؤال","ما اسم الكنز الأسطوريّ الذي يبحث عنه القراصنة في «ون بيس»؟","ون بيس","ما اسم الكنز الأسطوريّ الذي خلّفه ملك القراصنة غول دي روجر ويسعى إليه لوفي؟",""
"ADM3413","الفقه والعبادات","تعجيزي","إعادة صياغة","الإجابة في السؤال","ما اسم تأخّر الحاجّ في منى إلى اليوم الثالث عشر من ذي الحجّة؟","التأخّر (النفر الثاني)","ماذا يُسمّى بقاء الحاجّ في منى إلى اليوم الثالث عشر من ذي الحجّة بدل النفر في الثاني عشر؟",""
"ADM3433","القرآن الكريم","سهل","إعادة صياغة","الإجابة في السؤال","ما السورة التي فيها «الله نور السماوات والأرض»؟","النور","ما السورة التي فيها الآية المشهورة بتشبيه هداية الله بمشكاةٍ فيها مصباح؟",""
"ADM3457","القرآن الكريم","متوسط","إعادة صياغة","الإجابة في السؤال","ما السورة التي قال عنها النبيّ صلى الله عليه وسلم «شيّبتني هود وأخواتها»؟","هود","أيّ سورةٍ قال عنها النبيّ صلى الله عليه وسلم «شيّبتني … وأخواتها»؟",""
"ADM3554","السيرة النبوية","صعب","إعادة صياغة","الإجابة في السؤال","ما اسم الجبل الصغير الذي أمر النبيّ صلى الله عليه وسلم الرماة بالثبات عليه يوم أُحد؟","جبل الرماة (عينين)","ما اسم الجبل الصغير الذي وضع النبيّ صلى الله عليه وسلم عليه خمسين من أصحابه يوم أُحد وأمرهم ألّا يبرحوه؟",""
"ADM3744","حضارات قديمة","سهل","إعادة صياغة","الإجابة في السؤال","ما اسم العصر الذي صنع فيه الإنسان أدواته من الحجر قبل أن يعرف المعادن؟","العصر الحجريّ","ما اسم العصر الذي صنع فيه الإنسان أدواته من الصوّان قبل أن يعرف المعادن؟",""
"M673","إسلامي","متوسط","إعادة صياغة","الإجابة في السؤال","في أي غزوة نزل قوله تعالى «ويوم حنين إذ أعجبتكم كثرتكم»؟","غزوة حنين","في أي غزوة أعجب المسلمون بكثرتهم فلم تُغنِ عنهم شيئاً في بدايتها كما ذكر القرآن؟",""
"ADM2133","حضارات قديمة","سهل","إعادة صياغة","الإجابة في السؤال","ما اسم الوادي الذي دُفن فيه ملوك مصر القديمة؟","وادي الملوك","ما اسم الوادي غربيّ النيل قرب الأقصر الذي حُفرت فيه مقابر فراعنة الدولة الحديثة؟",""
"ADM6068","بريكنغ باد","صعب","إعادة صياغة","الإجابة في السؤال","ما الحلقة الشهيرة التي دارت كلّها حول مطاردة ذبابة في المختبر؟","الذبابة (فلاي)","ما الحلقة الشهيرة من الموسم الثالث التي دارت كلّها داخل المختبر حول مطاردة حشرةٍ طائرة؟",""
"M507","الكويت","متوسط","إعادة صياغة","الإجابة في السؤال","أي برج كويتي بقي هيكلاً غير مكتمل حتى بعد التحرير ثمّ افتُتح سنة 1996؟","برج التحرير","أي برج كويتي بقي هيكلاً غير مكتمل سنواتٍ ثمّ افتُتح سنة 1996 وحمل اسماً يخلّد نهاية الغزو؟",""
"H269","الكويت","صعب","إعادة صياغة","الإجابة في السؤال","ما اسم المجلة الثقافية الشهيرة التي تصدر من الكويت منذ خمسينيات القرن الماضي ووصلت إلى كل بيت عربي؟","مجلة العربي","ما اسم المجلة الثقافية الشهرية التي تصدرها وزارة الإعلام الكويتية منذ 1958 ووصلت إلى كل بيت في المنطقة؟",""
"ADM0006","أكلات","سهل","إعادة صياغة","الإجابة في السؤال","ما الطبق الكويتي الذي يتكوّن من سمك وأرز مطهوّين معاً؟","مطبق السمك","ما الطبق الكويتي الذي يُطهى فيه الأرز فوق السمك في قدرٍ واحد فيُقدَّمان طبقتين؟",""
"ADM0158","أكلات","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم خليط الزعتر والسماق والسمسم الشائع على المناقيش؟","خلطة الزعتر","ما اسم الخلطة الشاميّة من أوراق عشبةٍ مجفّفة مطحونة مع السماق والسمسم تُرشّ على المناقيش؟",""
"ADM0260","أكلات","صعب","إعادة صياغة","الإجابة في السؤال","ما المادة العطرية المستخرجة من زهر النارنج والمستخدمة في الحلويات؟","ماء الزهر","ما السائل العطريّ المقطَّر من النارنج الذي تُعطَّر به الحلويات الشاميّة؟",""
"ADM0267","أكلات","صعب","إعادة صياغة","الإجابة في السؤال","ما المادة التي تجعل السحلب يثخن عند التسخين؟","نشا درنات السحلب","ما المادّة التي تجعل مشروب السحلب يثخن عند التسخين؟","النشا"
"ADM0272","أكلات","صعب","إعادة صياغة","الإجابة في السؤال","ما اسم خليط الباذنجان المدخن واللبن الذي يُقدّم تحت اللحم في طبق علي نازك؟","هريس الباذنجان باللبن","ما اسم الطبق التركيّ الذي يُقدَّم فيه اللحم فوق هريس الباذنجان المدخّن باللبن، ويُنسب إلى امرأةٍ اسمها «نازك»؟","علي نازك"
"ADM0229","أكلات","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم الطبق الحلبي الذي تُطهى فيه كرات اللحم مع الكرز الحامض؟","الكباب بالكرز","ما اسم الطبق الحلبيّ الذي تُطهى فيه كرات اللحم مع فاكهةٍ حامضة حمراء وتُقدَّم على الخبز؟",""
"ADM0258","أكلات","صعب","إعادة صياغة","الإجابة في السؤال","ما الفرق بين القطر والدبس؟","القطر شراب سكر والدبس عصارة فاكهة مركزة","ما اسم الجبن الشاميّ المعقود على شكل خيوطٍ مضفورة ويُحفظ بالحبّة السوداء؟","الجبنة المجدولة (المشلّلة)"
"M405","علوم واختراعات","متوسط","إعادة صياغة","الإجابة في السؤال","من مخترع محرك الديزل؟","رودولف ديزل","من المهندس الألمانيّ الذي اخترع محرّك الاحتراق بالضغط الذي يحمل اسمه؟",""
"M739","سينما ودراما","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم المسلسل التركي الذي تناول حياة السلطان سليمان القانوني؟","حريم السلطان","ما اسم المسلسل التركيّ الذي تناول حياة سليمان القانوني وزوجته هرّم؟",""
"ADM0679","سيارات","متوسط","إعادة صياغة","الإجابة في السؤال","من صنع سيارة بنز باتنت موتورفاغن التي تعد أول سيارة عملية بمحرك بنزين؟","كارل بنز","من المهندس الألمانيّ الذي صنع «باتنت موتورفاغن» سنة 1886، وتُعدّ أوّل سيارة عمليّة بمحرّك بنزين؟",""
"ADM0706","سيارات","صعب","إعادة صياغة","الإجابة في السؤال","من مؤسّس فيراري الذي كان سائقاً لدى ألفا روميو قبل أن يبني شركته؟","إنزو فيراري","من مؤسّس الشركة الإيطاليّة صاحبة شعار الحصان الجامح، وكان سائقاً لدى ألفا روميو قبل أن يبني شركته؟",""
"ADM2649","أنمي","صعب","إعادة صياغة","الإجابة في السؤال","صائدو جوائز في الفضاء على متن سفينة «بيبوب» وبطلهم سبايك — ما اسم الأنمي؟","كاوبوي بيبوب","صائدو جوائز في الفضاء بزعامة سبايك شبيغل على متن سفينةٍ قديمة — ما اسم الأنمي؟",""
"ADM2651","أنمي","صعب","إعادة صياغة","الإجابة في السؤال","أنمي ملاكمةٍ بطله «إيبو ماكونوتشي» — ما اسمه؟","هاجيمي نو إيبو","أنمي ملاكمةٍ بطله فتىً خجول يُدعى «ماكونوتشي» — ما اسمه؟",""
"ADM2654","أنمي","صعب","إعادة صياغة","الإجابة في السؤال","رجلٌ يُبعث وحلاً في عالمٍ آخر باسم «ريمورو» ويقود أمّةً من الوحوش — ما اسم الأنمي؟","تحوّلت إلى وحل (Tensura)","رجلٌ يُبعث في عالمٍ آخر كائناً هلاميّاً باسم «ريمورو» ويقود أمّةً من الوحوش — ما اسم الأنمي؟",""
"ADM2600","أنمي","سهل","إعادة صياغة","الإجابة في السؤال","ما اسم الأنمي الذي يقاتل فيه البشر عمالقةً آكلي بشر من خلف أسوارٍ ضخمة؟","هجوم العمالقة (Attack on Titan)","ما اسم الأنمي الذي يعيش فيه البشر خلف ثلاثة أسوارٍ ضخمة خوفاً من كائناتٍ آكلةٍ للبشر؟",""
"ADM2616","أنمي","سهل","إعادة صياغة","الإجابة في السؤال","فتىً يقود روبوتاً عملاقاً باسم «إيفا» لقتال «الملائكة» — ما اسم الأنمي؟","إيفانجيليون","فتىً يقود روبوتاً عملاقاً لقتال كائناتٍ تُدعى «الملائكة» — ما اسم الأنمي؟",""
"ADM1662","معالم","تعجيزي","إعادة صياغة","الإجابة في السؤال","لمن بُني تاج محل؟","ممتاز محل","ما اسم زوجة شاه جهان التي بُني الضريح الرخاميّ في أغرا تخليداً لها؟",""
"ADM2299","الصحابة والتابعون","سهل","إعادة صياغة","الإجابة في السؤال","من التابعيّ الزاهد البصريّ صاحب المواعظ المشهورة؟","الحسن البصريّ","من التابعيّ الزاهد صاحب المواعظ المشهورة الذي عاش في مدينةٍ عراقيّة وتُوفّي سنة 110هـ؟",""
"ADM2319","الصحابة والتابعون","متوسط","إعادة صياغة","الإجابة في السؤال","من الصحابيّ الرومي الأصل الذي قال له النبيّ صلى الله عليه وسلم «ربح البيع أبا يحيى»؟","صهيب الروميّ رضي الله عنه","من الصحابيّ الذي قال له النبيّ صلى الله عليه وسلم «ربح البيع أبا يحيى» حين ترك ماله لقريش وهاجر؟",""
"ADM3181","الصحابة والتابعون","سهل","إعادة صياغة","الإجابة في السؤال","من الصحابيّ الفارسيّ الذي رحل في طلب الدين الحقّ حتى أسلم في المدينة؟","سلمان الفارسيّ رضي الله عنه","من الصحابيّ الذي تنقّل بين الرهبان في طلب الدين الحقّ حتى أسلم في المدينة، وأشار بحفر الخندق؟",""
"ADM3189","الصحابة والتابعون","سهل","إعادة صياغة","الإجابة في السؤال","من الصحابيّ الزاهد الذي أسلم قديماً وكان من قبيلة غفار؟","أبو ذرّ الغفاريّ رضي الله عنه","من الصحابيّ الزاهد الذي قال فيه النبيّ صلى الله عليه وسلم «ما أظلّت الخضراء ولا أقلّت الغبراء أصدق لهجةً منه»؟",""
"ADM3206","الصحابة والتابعون","متوسط","إعادة صياغة","الإجابة في السؤال","قبل القادسيّة انتصر المسلمون في البويب بقيادة صحابيٍّ شيبانيّ — من هو؟","المثنّى بن حارثة الشيبانيّ رضي الله عنه","قبل القادسيّة انتصر المسلمون على الفرس في البويب بقيادة صحابيٍّ — من هو؟",""
"ADM3220","الصحابة والتابعون","صعب","إعادة صياغة","الإجابة في السؤال","من الصحابيّ الدوسيّ الذي كان له نورٌ في سوطه ولُقّب بذي النور؟","الطفيل بن عمرو الدوسيّ رضي الله عنه","من الصحابيّ الذي كان له نورٌ في سوطه فلُقّب بذي النور؟",""
"ADM1984","السيرة النبوية","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم الأنصاريّ الذي نزل النبيّ صلى الله عليه وسلم في بيته أوّل قدومه المدينة؟","أبو أيّوب الأنصاريّ رضي الله عنه","ما اسم الصحابيّ الذي نزل النبيّ صلى الله عليه وسلم في بيته أوّل قدومه المدينة؟",""
"ADM3182","الصحابة والتابعون","سهل","إعادة صياغة","الإجابة في السؤال","من الصحابيّ ابن سميّة وياسر الذي عُذّب معهما في مكّة؟","عمّار بن ياسر رضي الله عنه","من الصحابيّ الذي عُذّب مع أبويه في مكّة وكانت أمّه أوّل شهيدةٍ في الإسلام؟",""
"ADM2303","الصحابة والتابعون","متوسط","إعادة صياغة","الإجابة في السؤال","ابنة حييّ بن أخطب سيّد بني النضير صارت من أمّهات المؤمنين — من هي؟","صفيّة بنت حييّ رضي الله عنها","ابنة سيّد بني النضير صارت من أمّهات المؤمنين بعد خيبر — من هي؟",""
"ADM3207","الصحابة والتابعون","متوسط","إعادة صياغة","الإجابة في السؤال","من ابن أبي جهل الذي أسلم بعد فتح مكّة واستُشهد في اليرموك؟","عكرمة بن أبي جهل رضي الله عنه","من ابن أشدّ أعداء الإسلام في مكّة الذي أسلم بعد الفتح واستُشهد في اليرموك؟",""
"ADM3230","الصحابة والتابعون","صعب","إعادة صياغة","الإجابة في السؤال","من التابعيّ ابن الزبير وأسماء الذي كان من فقهاء المدينة السبعة؟","عروة بن الزبير","من التابعيّ ابن أسماء ذات النطاقين الذي كان من فقهاء المدينة السبعة؟",""
"ADM5322","تاريخ وحضارات","متوسط","إعادة صياغة","الإجابة في السؤال","من مؤسّس الدولة الطولونية في مصر؟","أحمد بن طولون","من مؤسّس الدولة المستقلّة في مصر سنة 868م، وله جامعٌ شهير بالقاهرة يحمل اسمه؟",""
"ADM3247","الصحابة والتابعون","تعجيزي","إعادة صياغة","الإجابة في السؤال","من التابعيّ القاضي الذي قضى بين عليٍّ رضي الله عنه واليهوديّ في الدرع فحكم لليهوديّ؟","شُريح القاضي","من التابعيّ الذي قضى بين عليٍّ رضي الله عنه واليهوديّ في الدرع فحكم لليهوديّ؟",""
"ADM3334","قصص الأنبياء","تعجيزي","إعادة صياغة","الإجابة في السؤال","ما اسم العلامة التي أخرج بها موسى عليه السلام يده من جيبه بيضاء من غير سوء؟","اليد البيضاء","ما اسم المعجزة التي أخرج بها موسى عليه السلام يده من جيبه تشعّ من غير سوء؟",""
"ADM5084","جغرافيا ومعالم","تعجيزي","إعادة صياغة","الإجابة في السؤال","نسبةً إلى من سُمّيت قمة إفرست؟","جورج إفرست","نسبةً إلى من سُمّيت أعلى قمّة في العالم باسمها الإنجليزيّ؟",""
"E180","رياضة عامة","سهل","إعادة صياغة","الإجابة في السؤال","من أسطورة كرة السلة الأمريكية الملقب بإير جوردن؟","مايكل جوردن","من أسطورة كرة السلة الأمريكية الذي لعب لشيكاغو بولز وحمل الرقم 23؟",""
"ADM1507","رياضة عامة","تعجيزي","إعادة صياغة","الإجابة في السؤال","بأيّ اسمٍ عُرف محمد علي كلاي قبل إسلامه؟","كاسيوس كلاي","بأيّ اسمٍ وُلد الملاكم محمد علي قبل إسلامه؟",""
"ADM2571","ألعاب فيديو","صعب","إعادة صياغة","الإجابة في السؤال","ما اسم مطوّر «ميتال غير» الياباني الذي أسّس استوديو «كوجيما برودكشنز»؟","هيديو كوجيما","ما اسم مطوّر «ميتال غير» الياباني الذي أسّس استوديو مستقلاً باسمه سنة 2015؟",""
"ADM5877","ديكستر","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم الملازم رئيسة القسم التي تُدعى «لاغويرتا»؟","ماريا لاغويرتا","ما اسم الملازم رئيسة قسم جرائم القتل في شرطة ميامي؟",""
"ADM3009","ديزني وبيكسار","تعجيزي","إعادة صياغة","الإجابة في السؤال","من ملحّن أغاني «فروزن» مع زوجها روبرت لوبيز؟","كريستن أندرسون لوبيز","من الملحّنة التي كتبت أغاني «فروزن» مع زوجها روبرت؟",""
"ADM0787","أغاني وطرب","متوسط","إعادة صياغة","الإجابة في السؤال","من الملحّن البحريني الذي يُعدّ فارس فن الصوت الأوّل في بلاده؟","محمد بن فارس","من الملحّن البحريني الذي يُعدّ رائد فنّ الصوت الأوّل في بلاده؟",""
"ADM0782","أغاني وطرب","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم الفنان الكويتي صاحب الأغاني الوطنية والألحان التراثية الذي حمل اسماً فنّياً منسوباً إلى الخليج؟","شادي الخليج","ما اسم الفنان الكويتي صاحب الأغاني الوطنيّة والألحان التراثيّة، واسمه الحقيقيّ عبدالعزيز المفرج؟",""
"ADM2565","ألعاب فيديو","صعب","إعادة صياغة","الإجابة في السؤال","أطلقت مصطلح «سولز لايك» على الألعاب الصعبة — ما اسم اللعبة؟","دارك سولز","ما اسم لعبة «فروم سوفتوير» (2011) التي صارت صعوبتها مصطلحاً لصنفٍ كامل من الألعاب؟",""
"L054","أدب وفنون","صعب","إعادة صياغة","الإجابة في السؤال","من الشاعر الأندلسي صاحب الموشحات الشهيرة والملقب بلسان الدين؟","لسان الدين بن الخطيب","من الشاعر الأندلسيّ صاحب الموشّحات الشهيرة، وزير غرناطة ومؤرّخها الملقّب «ذو الوزارتين»؟",""
"ADM2328","الصحابة والتابعون","صعب","إعادة صياغة","الإجابة في السؤال","من أخت عمر بن الخطاب التي قرأ في بيتها صحيفة سورة طه فأسلم؟","فاطمة بنت الخطاب رضي الله عنها","من أخت الفاروق التي قرأ في بيتها صحيفة سورة طه فأسلم؟",""
"ADM5156","تاريخ وحضارات","صعب","إعادة صياغة","الإجابة في السؤال","من المحدّث المؤرّخ صاحب كتاب «تاريخ بغداد»؟","الخطيب البغدادي","من المحدّث صاحب كتاب التاريخ الشهير لعاصمة العباسيّين في أربعة عشر مجلّداً؟",""
"ADM5214","تاريخ وحضارات","صعب","إعادة صياغة","الإجابة في السؤال","من قاد أوّل جيش إسلامي غزا القسطنطينية في عهد معاوية؟","يزيد بن معاوية","من قاد أوّل حملةٍ إسلاميّة على القسطنطينيّة سنة 49هـ، وكان ابن الخليفة الأمويّ الأوّل؟",""
"ADM5280","تاريخ وحضارات","متوسط","إعادة صياغة","الإجابة في السؤال","ما الاسم الحقيقي لصلاح الدين الأيوبي؟","يوسف بن أيوب","«صلاح الدين» لقبٌ — فما اسم القائد الذي وُلد به؟",""
"ADM5327","تاريخ وحضارات","صعب","إعادة صياغة","الإجابة في السؤال","من القائد الأموي الذي حاصر القسطنطينية في عهد سليمان بن عبد الملك؟","مسلمة بن عبد الملك","من القائد الأمويّ، أخو الخليفة سليمان، الذي حاصر القسطنطينيّة سنة 98هـ؟",""
"ADM3298","قصص الأنبياء","متوسط","إعادة صياغة","الإجابة في السؤال","من الذي اشترى يوسف عليه السلام في مصر وقال لامرأته «أكرمي مثواه»؟","عزيز مصر","من الذي اشترى يوسف عليه السلام وقال لامرأته «أكرمي مثواه»؟",""
"ADM5713","مسلسلات كويتية","متوسط","إعادة صياغة","الإجابة في السؤال","ما اسم ابنة بو صالح التي أحبّها سعد في «درب الزلق»؟","صالحة","ما اسم ابنة بائع الثلج التي أحبّها سعد في «درب الزلق»؟",""
